,Label,nb_pixels
17484,Fish,577029
17485,Flower,329968
17486,Gravel,1409160
17487,Sugar,0
17488,Fish,0
17489,Flower,744466
17490,Gravel,376358
17491,Sugar,574455
17492,Fish,0
17493,Flower,0
17494,Gravel,0
17495,Sugar,135248
17496,Fish,429777
17497,Flower,0
17498,Gravel,0
17499,Sugar,0
17500,Fish,0
17501,Flower,1189959
17502,Gravel,0
17503,Sugar,0
17504,Fish,0
17505,Flower,0
17506,Gravel,1356490
17507,Sugar,0
17508,Fish,0
17509,Flower,1845084
17510,Gravel,0
17511,Sugar,0
17512,Fish,0
17513,Flower,0
17514,Gravel,968842
17515,Sugar,764320
17516,Fish,0
17517,Flower,0
17518,Gravel,1537880
17519,Sugar,287576
17520,Fish,0
17521,Flower,216900
17522,Gravel,0
17523,Sugar,739483
17524,Fish,603167
17525,Flower,0
17526,Gravel,356885
17527,Sugar,0
17528,Fish,0
17529,Flower,1689911
17530,Gravel,0
17531,Sugar,591907
17532,Fish,0
17533,Flower,1669889
17534,Gravel,0
17535,Sugar,1361092
17536,Fish,0
17537,Flower,0
17538,Gravel,2057913
17539,Sugar,0
17540,Fish,0
17541,Flower,0
17542,Gravel,490725
17543,Sugar,0
17544,Fish,987284
17545,Flower,0
17546,Gravel,232807
17547,Sugar,1229817
17548,Fish,0
17549,Flower,0
17550,Gravel,294294
17551,Sugar,0
17552,Fish,493317
17553,Flower,0
17554,Gravel,825303
17555,Sugar,1193959
17556,Fish,0
17557,Flower,769948
17558,Gravel,807484
17559,Sugar,486609
17560,Fish,582436
17561,Flower,175916
17562,Gravel,1048758
17563,Sugar,613666
17564,Fish,0
17565,Flower,209967
17566,Gravel,0
17567,Sugar,580303
17568,Fish,422179
17569,Flower,0
17570,Gravel,1675846
17571,Sugar,347550
17572,Fish,1261804
17573,Flower,0
17574,Gravel,1199324
17575,Sugar,991355
17576,Fish,603189
17577,Flower,0
17578,Gravel,1250476
17579,Sugar,1371391
17580,Fish,0
17581,Flower,0
17582,Gravel,273452
17583,Sugar,2009349
17584,Fish,2320380
17585,Flower,372504
17586,Gravel,0
17587,Sugar,569167
17588,Fish,330015
17589,Flower,0
17590,Gravel,0
17591,Sugar,869683
17592,Fish,0
17593,Flower,1707039
17594,Gravel,0
17595,Sugar,1088704
17596,Fish,781017
17597,Flower,2025438
17598,Gravel,0
17599,Sugar,0
17600,Fish,0
17601,Flower,0
17602,Gravel,0
17603,Sugar,882406
17604,Fish,0
17605,Flower,0
17606,Gravel,694330
17607,Sugar,0
17608,Fish,0
17609,Flower,0
17610,Gravel,0
17611,Sugar,759757
17612,Fish,0
17613,Flower,798692
17614,Gravel,0
17615,Sugar,1161432
17616,Fish,0
17617,Flower,0
17618,Gravel,0
17619,Sugar,985686
17620,Fish,1884135
17621,Flower,668683
17622,Gravel,0
17623,Sugar,0
17624,Fish,0
17625,Flower,0
17626,Gravel,202904
17627,Sugar,279048
17628,Fish,0
17629,Flower,1707546
17630,Gravel,338448
17631,Sugar,0
17632,Fish,535566
17633,Flower,0
17634,Gravel,0
17635,Sugar,891508
17636,Fish,0
17637,Flower,180604
17638,Gravel,410189
17639,Sugar,530305
17640,Fish,0
17641,Flower,269037
17642,Gravel,1488018
17643,Sugar,784308
17644,Fish,1034097
17645,Flower,0
17646,Gravel,274559
17647,Sugar,871868
17648,Fish,296257
17649,Flower,0
17650,Gravel,702341
17651,Sugar,492631
17652,Fish,1261565
17653,Flower,0
17654,Gravel,523321
17655,Sugar,600005
17656,Fish,0
17657,Flower,452085
17658,Gravel,0
17659,Sugar,995925
17660,Fish,1011148
17661,Flower,0
17662,Gravel,0
17663,Sugar,0
17664,Fish,1591987
17665,Flower,260950
17666,Gravel,0
17667,Sugar,0
17668,Fish,0
17669,Flower,0
17670,Gravel,0
17671,Sugar,488850
17672,Fish,0
17673,Flower,1050513
17674,Gravel,0
17675,Sugar,305485
17676,Fish,0
17677,Flower,568867
17678,Gravel,0
17679,Sugar,1357994
17680,Fish,1919343
17681,Flower,0
17682,Gravel,898810
17683,Sugar,332578
17684,Fish,1407572
17685,Flower,0
17686,Gravel,798894
17687,Sugar,122932
17688,Fish,629438
17689,Flower,665672
17690,Gravel,0
17691,Sugar,183509
17692,Fish,186321
17693,Flower,301685
17694,Gravel,0
17695,Sugar,0
17696,Fish,335772
17697,Flower,0
17698,Gravel,619501
17699,Sugar,0
17700,Fish,431814
17701,Flower,0
17702,Gravel,0
17703,Sugar,452034
17704,Fish,1270962
17705,Flower,406786
17706,Gravel,1676663
17707,Sugar,1390793
17708,Fish,543949
17709,Flower,0
17710,Gravel,0
17711,Sugar,1442784
17712,Fish,468597
17713,Flower,804935
17714,Gravel,0
17715,Sugar,0
17716,Fish,708941
17717,Flower,0
17718,Gravel,353084
17719,Sugar,296031
17720,Fish,788249
17721,Flower,0
17722,Gravel,0
17723,Sugar,735773
17724,Fish,950987
17725,Flower,1144787
17726,Gravel,373104
17727,Sugar,825184
17728,Fish,1097525
17729,Flower,0
17730,Gravel,1704773
17731,Sugar,0
17732,Fish,866705
17733,Flower,166216
17734,Gravel,494777
17735,Sugar,637683
17736,Fish,1168411
17737,Flower,0
17738,Gravel,526573
17739,Sugar,647277
17740,Fish,1333281
17741,Flower,0
17742,Gravel,1389339
17743,Sugar,0
17744,Fish,1627060
17745,Flower,0
17746,Gravel,0
17747,Sugar,0
17748,Fish,1029676
17749,Flower,0
17750,Gravel,1674779
17751,Sugar,462408
17752,Fish,447962
17753,Flower,0
17754,Gravel,1707903
17755,Sugar,259854
17756,Fish,578876
17757,Flower,0
17758,Gravel,273885
17759,Sugar,918866
17760,Fish,0
17761,Flower,625575
17762,Gravel,0
17763,Sugar,385864
17764,Fish,1060429
17765,Flower,0
17766,Gravel,0
17767,Sugar,596078
17768,Fish,771809
17769,Flower,0
17770,Gravel,404547
17771,Sugar,0
17772,Fish,0
17773,Flower,0
17774,Gravel,0
17775,Sugar,588031
17776,Fish,406227
17777,Flower,0
17778,Gravel,0
17779,Sugar,892599
17780,Fish,0
17781,Flower,0
17782,Gravel,1208222
17783,Sugar,748311
17784,Fish,0
17785,Flower,0
17786,Gravel,924453
17787,Sugar,0
17788,Fish,1193938
17789,Flower,0
17790,Gravel,0
17791,Sugar,188100
17792,Fish,553528
17793,Flower,0
17794,Gravel,0
17795,Sugar,826766
17796,Fish,0
17797,Flower,0
17798,Gravel,794069
17799,Sugar,291456
17800,Fish,0
17801,Flower,0
17802,Gravel,0
17803,Sugar,267750
17804,Fish,413504
17805,Flower,0
17806,Gravel,268573
17807,Sugar,0
17808,Fish,1196955
17809,Flower,972192
17810,Gravel,0
17811,Sugar,0
17812,Fish,1043600
17813,Flower,0
17814,Gravel,237582
17815,Sugar,1210078
17816,Fish,0
17817,Flower,0
17818,Gravel,1030127
17819,Sugar,0
17820,Fish,594861
17821,Flower,264812
17822,Gravel,145502
17823,Sugar,484025
17824,Fish,696469
17825,Flower,0
17826,Gravel,0
17827,Sugar,314799
17828,Fish,0
17829,Flower,0
17830,Gravel,588414
17831,Sugar,0
17832,Fish,0
17833,Flower,289524
17834,Gravel,301070
17835,Sugar,207999
17836,Fish,1541383
17837,Flower,0
17838,Gravel,711163
17839,Sugar,581426
17840,Fish,1219377
17841,Flower,2157177
17842,Gravel,810777
17843,Sugar,357406
17844,Fish,0
17845,Flower,298697
17846,Gravel,0
17847,Sugar,0
17848,Fish,1387858
17849,Flower,0
17850,Gravel,0
17851,Sugar,433206
17852,Fish,310309
17853,Flower,0
17854,Gravel,372444
17855,Sugar,1022282
17856,Fish,636609
17857,Flower,1339602
17858,Gravel,366989
17859,Sugar,704730
17860,Fish,790288
17861,Flower,781274
17862,Gravel,955148
17863,Sugar,0
17864,Fish,1324035
17865,Flower,297022
17866,Gravel,263424
17867,Sugar,0
17868,Fish,0
17869,Flower,2356749
17870,Gravel,0
17871,Sugar,0
17872,Fish,1035154
17873,Flower,855793
17874,Gravel,0
17875,Sugar,0
17876,Fish,0
17877,Flower,1491430
17878,Gravel,0
17879,Sugar,701452
17880,Fish,0
17881,Flower,989825
17882,Gravel,0
17883,Sugar,0
17884,Fish,0
17885,Flower,467546
17886,Gravel,0
17887,Sugar,830824
17888,Fish,1023006
17889,Flower,0
17890,Gravel,456571
17891,Sugar,0
17892,Fish,664015
17893,Flower,330298
17894,Gravel,1020088
17895,Sugar,259079
17896,Fish,0
17897,Flower,0
17898,Gravel,1999613
17899,Sugar,0
17900,Fish,0
17901,Flower,1848821
17902,Gravel,217867
17903,Sugar,0
17904,Fish,0
17905,Flower,0
17906,Gravel,498499
17907,Sugar,169400
17908,Fish,402300
17909,Flower,1180394
17910,Gravel,0
17911,Sugar,446835
17912,Fish,0
17913,Flower,0
17914,Gravel,598638
17915,Sugar,776620
17916,Fish,0
17917,Flower,1438594
17918,Gravel,0
17919,Sugar,0
17920,Fish,733474
17921,Flower,0
17922,Gravel,328905
17923,Sugar,1671888
17924,Fish,0
17925,Flower,363674
17926,Gravel,453098
17927,Sugar,857181
17928,Fish,0
17929,Flower,0
17930,Gravel,428858
17931,Sugar,1512470
17932,Fish,2075810
17933,Flower,199406
17934,Gravel,0
17935,Sugar,235123
17936,Fish,0
17937,Flower,0
17938,Gravel,0
17939,Sugar,1706352
17940,Fish,0
17941,Flower,775656
17942,Gravel,0
17943,Sugar,0
17944,Fish,1161606
17945,Flower,818283
17946,Gravel,0
17947,Sugar,0
17948,Fish,1451005
17949,Flower,694228
17950,Gravel,0
17951,Sugar,730873
17952,Fish,706216
17953,Flower,1133727
17954,Gravel,124256
17955,Sugar,140556
17956,Fish,0
17957,Flower,0
17958,Gravel,1689188
17959,Sugar,558046
17960,Fish,1050906
17961,Flower,0
17962,Gravel,0
17963,Sugar,1228733
17964,Fish,383040
17965,Flower,0
17966,Gravel,1724795
17967,Sugar,0
17968,Fish,0
17969,Flower,0
17970,Gravel,838128
17971,Sugar,1550104
17972,Fish,196560
17973,Flower,1421231
17974,Gravel,0
17975,Sugar,604910
17976,Fish,0
17977,Flower,0
17978,Gravel,1718761
17979,Sugar,0
17980,Fish,0
17981,Flower,2010153
17982,Gravel,0
17983,Sugar,0
17984,Fish,1277091
17985,Flower,0
17986,Gravel,0
17987,Sugar,726155
17988,Fish,0
17989,Flower,439024
17990,Gravel,0
17991,Sugar,0
17992,Fish,972709
17993,Flower,0
17994,Gravel,1168554
17995,Sugar,0
17996,Fish,1096401
17997,Flower,0
17998,Gravel,405469
17999,Sugar,626509
18000,Fish,0
18001,Flower,0
18002,Gravel,0
18003,Sugar,609909
18004,Fish,0
18005,Flower,0
18006,Gravel,0
18007,Sugar,1224013
18008,Fish,0
18009,Flower,907637
18010,Gravel,897778
18011,Sugar,344264
18012,Fish,680017
18013,Flower,0
18014,Gravel,100283
18015,Sugar,0
18016,Fish,1920883
18017,Flower,930006
18018,Gravel,1161802
18019,Sugar,0
18020,Fish,0
18021,Flower,0
18022,Gravel,782494
18023,Sugar,0
18024,Fish,0
18025,Flower,0
18026,Gravel,1749505
18027,Sugar,189247
18028,Fish,0
18029,Flower,0
18030,Gravel,653981
18031,Sugar,0
18032,Fish,856327
18033,Flower,0
18034,Gravel,0
18035,Sugar,494600
18036,Fish,0
18037,Flower,0
18038,Gravel,358190
18039,Sugar,0
18040,Fish,1382164
18041,Flower,0
18042,Gravel,0
18043,Sugar,895714
18044,Fish,0
18045,Flower,0
18046,Gravel,401527
18047,Sugar,443700
18048,Fish,524059
18049,Flower,0
18050,Gravel,381865
18051,Sugar,0
18052,Fish,699289
18053,Flower,0
18054,Gravel,0
18055,Sugar,1594487
18056,Fish,907124
18057,Flower,887257
18058,Gravel,570648
18059,Sugar,505535
18060,Fish,949993
18061,Flower,462210
18062,Gravel,0
18063,Sugar,765319
18064,Fish,0
18065,Flower,1170823
18066,Gravel,197520
18067,Sugar,960886
18068,Fish,136415
18069,Flower,781316
18070,Gravel,208008
18071,Sugar,0
18072,Fish,0
18073,Flower,0
18074,Gravel,1495404
18075,Sugar,896977
18076,Fish,0
18077,Flower,0
18078,Gravel,0
18079,Sugar,977474
18080,Fish,1335066
18081,Flower,0
18082,Gravel,500226
18083,Sugar,0
18084,Fish,0
18085,Flower,0
18086,Gravel,2412617
18087,Sugar,0
18088,Fish,900353
18089,Flower,397087
18090,Gravel,0
18091,Sugar,81025
18092,Fish,0
18093,Flower,0
18094,Gravel,2297018
18095,Sugar,399165
18096,Fish,2143112
18097,Flower,0
18098,Gravel,0
18099,Sugar,617918
18100,Fish,0
18101,Flower,0
18102,Gravel,226191
18103,Sugar,450360
18104,Fish,0
18105,Flower,340164
18106,Gravel,0
18107,Sugar,1331006
18108,Fish,0
18109,Flower,0
18110,Gravel,541513
18111,Sugar,1697404
18112,Fish,270545
18113,Flower,0
18114,Gravel,0
18115,Sugar,0
18116,Fish,2347233
18117,Flower,0
18118,Gravel,0
18119,Sugar,277340
18120,Fish,0
18121,Flower,1425429
18122,Gravel,0
18123,Sugar,0
18124,Fish,1525215
18125,Flower,0
18126,Gravel,0
18127,Sugar,0
18128,Fish,0
18129,Flower,67880
18130,Gravel,0
18131,Sugar,1019710
18132,Fish,1795045
18133,Flower,755760
18134,Gravel,0
18135,Sugar,0
18136,Fish,0
18137,Flower,0
18138,Gravel,0
18139,Sugar,1244445
18140,Fish,379419
18141,Flower,2159166
18142,Gravel,0
18143,Sugar,0
18144,Fish,632152
18145,Flower,0
18146,Gravel,1600054
18147,Sugar,0
18148,Fish,0
18149,Flower,0
18150,Gravel,763386
18151,Sugar,915172
18152,Fish,0
18153,Flower,973949
18154,Gravel,760252
18155,Sugar,487268
18156,Fish,0
18157,Flower,561689
18158,Gravel,0
18159,Sugar,191394
18160,Fish,527870
18161,Flower,0
18162,Gravel,0
18163,Sugar,715803
18164,Fish,2054988
18165,Flower,0
18166,Gravel,0
18167,Sugar,741825
18168,Fish,1206379
18169,Flower,0
18170,Gravel,0
18171,Sugar,456359
18172,Fish,741180
18173,Flower,0
18174,Gravel,0
18175,Sugar,361503
18176,Fish,0
18177,Flower,0
18178,Gravel,634777
18179,Sugar,170834
18180,Fish,1714657
18181,Flower,1033352
18182,Gravel,0
18183,Sugar,0
18184,Fish,0
18185,Flower,0
18186,Gravel,0
18187,Sugar,511992
18188,Fish,0
18189,Flower,0
18190,Gravel,1547043
18191,Sugar,1560159
18192,Fish,254898
18193,Flower,549129
18194,Gravel,1170300
18195,Sugar,263159
18196,Fish,0
18197,Flower,1670670
18198,Gravel,162513
18199,Sugar,0
18200,Fish,0
18201,Flower,0
18202,Gravel,0
18203,Sugar,1380471
18204,Fish,0
18205,Flower,0
18206,Gravel,512631
18207,Sugar,371109
18208,Fish,0
18209,Flower,278120
18210,Gravel,0
18211,Sugar,1351492
18212,Fish,0
18213,Flower,0
18214,Gravel,0
18215,Sugar,564657
18216,Fish,191859
18217,Flower,0
18218,Gravel,232587
18219,Sugar,1267865
18220,Fish,0
18221,Flower,553620
18222,Gravel,0
18223,Sugar,0
18224,Fish,1314570
18225,Flower,0
18226,Gravel,0
18227,Sugar,0
18228,Fish,1597664
18229,Flower,0
18230,Gravel,0
18231,Sugar,0
18232,Fish,0
18233,Flower,0
18234,Gravel,792923
18235,Sugar,0
18236,Fish,0
18237,Flower,0
18238,Gravel,0
18239,Sugar,329398
18240,Fish,696631
18241,Flower,0
18242,Gravel,0
18243,Sugar,0
18244,Fish,252154
18245,Flower,840510
18246,Gravel,424380
18247,Sugar,814700
18248,Fish,0
18249,Flower,552240
18250,Gravel,0
18251,Sugar,0
18252,Fish,1069630
18253,Flower,0
18254,Gravel,846451
18255,Sugar,469887
18256,Fish,0
18257,Flower,0
18258,Gravel,0
18259,Sugar,484128
18260,Fish,0
18261,Flower,0
18262,Gravel,0
18263,Sugar,299200
18264,Fish,0
18265,Flower,2214446
18266,Gravel,0
18267,Sugar,0
18268,Fish,0
18269,Flower,0
18270,Gravel,324365
18271,Sugar,1455213
18272,Fish,1079985
18273,Flower,0
18274,Gravel,0
18275,Sugar,351162
18276,Fish,0
18277,Flower,0
18278,Gravel,255099
18279,Sugar,1395571
18280,Fish,0
18281,Flower,0
18282,Gravel,0
18283,Sugar,1336117
18284,Fish,0
18285,Flower,0
18286,Gravel,630285
18287,Sugar,1107900
18288,Fish,620168
18289,Flower,0
18290,Gravel,0
18291,Sugar,0
18292,Fish,1791165
18293,Flower,0
18294,Gravel,0
18295,Sugar,439842
18296,Fish,0
18297,Flower,0
18298,Gravel,0
18299,Sugar,1083096
18300,Fish,0
18301,Flower,0
18302,Gravel,454865
18303,Sugar,188159
18304,Fish,0
18305,Flower,1259428
18306,Gravel,0
18307,Sugar,1278317
18308,Fish,0
18309,Flower,0
18310,Gravel,0
18311,Sugar,970752
18312,Fish,0
18313,Flower,538400
18314,Gravel,238018
18315,Sugar,1476804
18316,Fish,639784
18317,Flower,780051
18318,Gravel,0
18319,Sugar,1779085
18320,Fish,1046282
18321,Flower,0
18322,Gravel,0
18323,Sugar,0
18324,Fish,719519
18325,Flower,0
18326,Gravel,624970
18327,Sugar,1282427
18328,Fish,213268
18329,Flower,0
18330,Gravel,105929
18331,Sugar,136152
18332,Fish,0
18333,Flower,0
18334,Gravel,0
18335,Sugar,889701
18336,Fish,1149670
18337,Flower,0
18338,Gravel,564476
18339,Sugar,704491
18340,Fish,692169
18341,Flower,996422
18342,Gravel,0
18343,Sugar,0
18344,Fish,519023
18345,Flower,1204343
18346,Gravel,166054
18347,Sugar,286125
18348,Fish,0
18349,Flower,0
18350,Gravel,0
18351,Sugar,638563
18352,Fish,0
18353,Flower,0
18354,Gravel,228780
18355,Sugar,231353
18356,Fish,0
18357,Flower,1894084
18358,Gravel,0
18359,Sugar,386952
18360,Fish,0
18361,Flower,0
18362,Gravel,0
18363,Sugar,220043
18364,Fish,0
18365,Flower,0
18366,Gravel,1262382
18367,Sugar,84135
18368,Fish,0
18369,Flower,0
18370,Gravel,321293
18371,Sugar,2304471
18372,Fish,1237358
18373,Flower,0
18374,Gravel,0
18375,Sugar,0
18376,Fish,0
18377,Flower,0
18378,Gravel,1113941
18379,Sugar,547323
18380,Fish,323304
18381,Flower,0
18382,Gravel,147054
18383,Sugar,0
18384,Fish,555947
18385,Flower,0
18386,Gravel,506145
18387,Sugar,1097116
18388,Fish,0
18389,Flower,1165018
18390,Gravel,0
18391,Sugar,620620
18392,Fish,176799
18393,Flower,0
18394,Gravel,858650
18395,Sugar,648648
18396,Fish,1075903
18397,Flower,0
18398,Gravel,0
18399,Sugar,181971
18400,Fish,0
18401,Flower,745160
18402,Gravel,320339
18403,Sugar,152163
18404,Fish,292814
18405,Flower,0
18406,Gravel,511730
18407,Sugar,527115
18408,Fish,0
18409,Flower,628992
18410,Gravel,0
18411,Sugar,99684
18412,Fish,943787
18413,Flower,0
18414,Gravel,0
18415,Sugar,0
18416,Fish,614146
18417,Flower,0
18418,Gravel,1326379
18419,Sugar,424384
18420,Fish,187756
18421,Flower,890449
18422,Gravel,0
18423,Sugar,0
18424,Fish,656040
18425,Flower,0
18426,Gravel,0
18427,Sugar,1777269
18428,Fish,0
18429,Flower,0
18430,Gravel,1032855
18431,Sugar,0
18432,Fish,0
18433,Flower,420344
18434,Gravel,751295
18435,Sugar,626580
18436,Fish,0
18437,Flower,0
18438,Gravel,467951
18439,Sugar,328410
18440,Fish,793752
18441,Flower,0
18442,Gravel,340174
18443,Sugar,216843
18444,Fish,0
18445,Flower,0
18446,Gravel,0
18447,Sugar,1312414
18448,Fish,0
18449,Flower,1416563
18450,Gravel,0
18451,Sugar,0
18452,Fish,0
18453,Flower,788464
18454,Gravel,982289
18455,Sugar,1204499
18456,Fish,0
18457,Flower,0
18458,Gravel,1045415
18459,Sugar,0
18460,Fish,0
18461,Flower,0
18462,Gravel,781334
18463,Sugar,528839
18464,Fish,364935
18465,Flower,0
18466,Gravel,1131272
18467,Sugar,386280
18468,Fish,253440
18469,Flower,0
18470,Gravel,749566
18471,Sugar,0
18472,Fish,0
18473,Flower,1112858
18474,Gravel,0
18475,Sugar,0
18476,Fish,0
18477,Flower,0
18478,Gravel,0
18479,Sugar,489027
18480,Fish,0
18481,Flower,985638
18482,Gravel,0
18483,Sugar,383767
18484,Fish,884444
18485,Flower,0
18486,Gravel,0
18487,Sugar,1540570
18488,Fish,0
18489,Flower,474646
18490,Gravel,0
18491,Sugar,805771
18492,Fish,0
18493,Flower,1879775
18494,Gravel,0
18495,Sugar,0
18496,Fish,0
18497,Flower,1274379
18498,Gravel,303850
18499,Sugar,0
18500,Fish,0
18501,Flower,1342462
18502,Gravel,0
18503,Sugar,557105
18504,Fish,381848
18505,Flower,1120456
18506,Gravel,0
18507,Sugar,0
18508,Fish,504676
18509,Flower,0
18510,Gravel,636444
18511,Sugar,340817
18512,Fish,0
18513,Flower,1010680
18514,Gravel,205016
18515,Sugar,592149
18516,Fish,0
18517,Flower,0
18518,Gravel,1481138
18519,Sugar,1860949
18520,Fish,1335923
18521,Flower,1009500
18522,Gravel,223855
18523,Sugar,0
18524,Fish,676788
18525,Flower,0
18526,Gravel,1329594
18527,Sugar,382089
18528,Fish,0
18529,Flower,1368481
18530,Gravel,0
18531,Sugar,707621
18532,Fish,0
18533,Flower,1899165
18534,Gravel,0
18535,Sugar,385183
18536,Fish,1358092
18537,Flower,0
18538,Gravel,0
18539,Sugar,280409
18540,Fish,0
18541,Flower,743948
18542,Gravel,0
18543,Sugar,1111728
18544,Fish,0
18545,Flower,0
18546,Gravel,568986
18547,Sugar,282515
18548,Fish,324216
18549,Flower,505444
18550,Gravel,322837
18551,Sugar,878408
18552,Fish,1208641
18553,Flower,0
18554,Gravel,636185
18555,Sugar,190943
18556,Fish,313760
18557,Flower,0
18558,Gravel,0
18559,Sugar,1628304
18560,Fish,0
18561,Flower,0
18562,Gravel,1238008
18563,Sugar,1171952
18564,Fish,245461
18565,Flower,0
18566,Gravel,0
18567,Sugar,198968
18568,Fish,732247
18569,Flower,0
18570,Gravel,474320
18571,Sugar,0
18572,Fish,0
18573,Flower,0
18574,Gravel,0
18575,Sugar,1042497
18576,Fish,701117
18577,Flower,0
18578,Gravel,0
18579,Sugar,419740
18580,Fish,0
18581,Flower,1370808
18582,Gravel,0
18583,Sugar,0
18584,Fish,211469
18585,Flower,0
18586,Gravel,1586514
18587,Sugar,693701
18588,Fish,711125
18589,Flower,0
18590,Gravel,323621
18591,Sugar,0
18592,Fish,1418843
18593,Flower,0
18594,Gravel,0
18595,Sugar,196560
18596,Fish,0
18597,Flower,0
18598,Gravel,246338
18599,Sugar,867819
18600,Fish,707077
18601,Flower,1025856
18602,Gravel,0
18603,Sugar,2003963
18604,Fish,1291140
18605,Flower,0
18606,Gravel,0
18607,Sugar,332474
18608,Fish,256086
18609,Flower,1671478
18610,Gravel,0
18611,Sugar,341554
18612,Fish,1553011
18613,Flower,0
18614,Gravel,0
18615,Sugar,0
18616,Fish,683831
18617,Flower,720732
18618,Gravel,0
18619,Sugar,327660
18620,Fish,0
18621,Flower,0
18622,Gravel,209878
18623,Sugar,323599
18624,Fish,433458
18625,Flower,1160339
18626,Gravel,0
18627,Sugar,0
18628,Fish,1416425
18629,Flower,0
18630,Gravel,0
18631,Sugar,869287
18632,Fish,0
18633,Flower,0
18634,Gravel,831705
18635,Sugar,1052456
18636,Fish,705846
18637,Flower,1172033
18638,Gravel,0
18639,Sugar,0
18640,Fish,1845781
18641,Flower,0
18642,Gravel,0
18643,Sugar,692064
18644,Fish,0
18645,Flower,0
18646,Gravel,394686
18647,Sugar,973906
18648,Fish,0
18649,Flower,0
18650,Gravel,822177
18651,Sugar,525081
18652,Fish,415028
18653,Flower,0
18654,Gravel,414120
18655,Sugar,296897
18656,Fish,307428
18657,Flower,0
18658,Gravel,0
18659,Sugar,0
18660,Fish,1718900
18661,Flower,0
18662,Gravel,0
18663,Sugar,0
18664,Fish,0
18665,Flower,1897243
18666,Gravel,936400
18667,Sugar,0
18668,Fish,1740364
18669,Flower,0
18670,Gravel,2617016
18671,Sugar,0
18672,Fish,246078
18673,Flower,849472
18674,Gravel,0
18675,Sugar,719504
18676,Fish,0
18677,Flower,0
18678,Gravel,975611
18679,Sugar,1783071
18680,Fish,603670
18681,Flower,0
18682,Gravel,0
18683,Sugar,0
18684,Fish,0
18685,Flower,376550
18686,Gravel,1545688
18687,Sugar,1087405
18688,Fish,412424
18689,Flower,1334053
18690,Gravel,0
18691,Sugar,1170520
18692,Fish,0
18693,Flower,0
18694,Gravel,327096
18695,Sugar,0
18696,Fish,0
18697,Flower,0
18698,Gravel,0
18699,Sugar,1185595
18700,Fish,0
18701,Flower,1603238
18702,Gravel,0
18703,Sugar,0
18704,Fish,0
18705,Flower,1412092
18706,Gravel,0
18707,Sugar,573978
18708,Fish,412595
18709,Flower,515432
18710,Gravel,0
18711,Sugar,606545
18712,Fish,454225
18713,Flower,1183377
18714,Gravel,315900
18715,Sugar,690194
18716,Fish,598025
18717,Flower,0
18718,Gravel,315020
18719,Sugar,424668
18720,Fish,0
18721,Flower,0
18722,Gravel,705437
18723,Sugar,0
18724,Fish,0
18725,Flower,0
18726,Gravel,1791159
18727,Sugar,1135023
18728,Fish,2169967
18729,Flower,0
18730,Gravel,0
18731,Sugar,0
18732,Fish,0
18733,Flower,0
18734,Gravel,0
18735,Sugar,397129
18736,Fish,0
18737,Flower,561965
18738,Gravel,0
18739,Sugar,696190
18740,Fish,1039333
18741,Flower,570048
18742,Gravel,1196853
18743,Sugar,225850
18744,Fish,0
18745,Flower,0
18746,Gravel,1065167
18747,Sugar,459635
18748,Fish,934498
18749,Flower,1557550
18750,Gravel,176831
18751,Sugar,0
18752,Fish,0
18753,Flower,1199249
18754,Gravel,0
18755,Sugar,154060
18756,Fish,0
18757,Flower,1657336
18758,Gravel,0
18759,Sugar,0
18760,Fish,0
18761,Flower,529040
18762,Gravel,0
18763,Sugar,679325
18764,Fish,0
18765,Flower,0
18766,Gravel,0
18767,Sugar,1432069
18768,Fish,0
18769,Flower,0
18770,Gravel,993955
18771,Sugar,0
18772,Fish,0
18773,Flower,596534
18774,Gravel,0
18775,Sugar,931144
18776,Fish,0
18777,Flower,761013
18778,Gravel,0
18779,Sugar,1145920
18780,Fish,0
18781,Flower,2739192
18782,Gravel,0
18783,Sugar,0
18784,Fish,0
18785,Flower,1808216
18786,Gravel,0
18787,Sugar,1135959
18788,Fish,0
18789,Flower,0
18790,Gravel,870012
18791,Sugar,0
18792,Fish,167920
18793,Flower,0
18794,Gravel,0
18795,Sugar,316310
18796,Fish,0
18797,Flower,555700
18798,Gravel,0
18799,Sugar,839162
18800,Fish,0
18801,Flower,478422
18802,Gravel,0
18803,Sugar,501600
18804,Fish,1058217
18805,Flower,0
18806,Gravel,0
18807,Sugar,525629
18808,Fish,2542806
18809,Flower,0
18810,Gravel,0
18811,Sugar,1097079
18812,Fish,1320547
18813,Flower,1323066
18814,Gravel,162150
18815,Sugar,0
18816,Fish,0
18817,Flower,0
18818,Gravel,852644
18819,Sugar,0
18820,Fish,682216
18821,Flower,410437
18822,Gravel,564186
18823,Sugar,0
18824,Fish,0
18825,Flower,743756
18826,Gravel,0
18827,Sugar,0
18828,Fish,0
18829,Flower,0
18830,Gravel,992139
18831,Sugar,908475
18832,Fish,675895
18833,Flower,0
18834,Gravel,1372399
18835,Sugar,0
18836,Fish,584282
18837,Flower,0
18838,Gravel,1904956
18839,Sugar,619895
18840,Fish,0
18841,Flower,779865
18842,Gravel,0
18843,Sugar,183015
18844,Fish,0
18845,Flower,1012396
18846,Gravel,0
18847,Sugar,760248
18848,Fish,0
18849,Flower,0
18850,Gravel,2171846
18851,Sugar,1092617
18852,Fish,0
18853,Flower,0
18854,Gravel,305712
18855,Sugar,917948
18856,Fish,0
18857,Flower,0
